Batsman, Bowler, TimeBowled, Inning, Over, Ball, Runs, Wicket, Bat_hand, bowler_hand, releaseX, releaseY, releaseZ, releaseSpeed, bounceX, bounceY, bounceSpeed, stumpPosX, stumpPosY, stumpPosZ, stumpSpeed, deviation, swing, dropAngle, bounceAngle 
Matt Renshaw, Imran Khan, 2017-01-03T19:37:06,1,83,1,2, N, L, R,18.2585,-0.724228,1.96876,123.48,5.76549,-0.0576941,107.335,0,0.225104,0.736804,97.642,-0.259443,0.034264,11.8461,8.82191
Matt Renshaw, Imran Khan, 2017-01-03T19:37:54,1,83,2,1, N, L, R,18.4329,-0.739848,1.97441,126.914,6.67427,0.208404,109.627,0,0.56357,0.795215,98.0428,-0.851338,-1.38183,12.2104,8.60548
Peter Handscomb, Imran Khan, 2017-01-03T19:38:44,1,83,3,0, N, R, R,18.3451,-0.739424,1.9618,127.404,7.28377,-0.385264,113.338,0,-0.303131,0.785812,100.851,-0.267611,-1.78004,12.4105,8.00559
Peter Handscomb, Imran Khan, 2017-01-03T19:39:27,1,83,4,0, N, R, R,18.4235,-0.747361,1.99172,122.992,5.79766,-0.342749,107.955,0,-0.158653,0.743468,97.8045,-0.0523392,0.0740187,11.9783,8.76982
Peter Handscomb, Imran Khan, 2017-01-03T19:40:12,1,83,5,0, N, R, R,18.183,-0.768797,1.94753,125.969,7.48116,-0.225261,112.017,0,0.0327455,0.790111,99.9679,-0.77101,-0.318367,12.4192,8.05166
Peter Handscomb, Imran Khan, 2017-01-03T19:40:50,1,83,6,4, N, R, R,18.4166,-0.75476,1.97381,127.573,4.70466,-0.0971923,109.128,0,0.124936,0.592491,101.053,-0.561626,0.984569,11.4317,8.15572
Matt Renshaw, Mohammad Amir, 2017-01-03T19:42:14,1,84,1,0, N, L, L,18.7008,0.786945,1.94195,144.409,5.58187,0.234336,123.237,0,0.0501297,0.532408,112.884,0.454995,0.121947,10.9411,6.4537
Matt Renshaw, Mohammad Amir, 2017-01-03T19:42:47,1,84,2,1, N, L, L,18.6369,0.953871,1.94531,143.867,5.72363,0.599207,119.787,0,0.463214,0.712802,109.151,0.213062,0,10.9096,8.1941
Peter Handscomb, Mohammad Amir, 2017-01-03T19:43:31,1,84,3,0, N, R, L,18.6738,0.651257,1.91545,142.859,7.06391,0.0648262,121.39,0,-0.254782,1.02756,108.295,0.148038,0.292083,11.3549,9.76989
Peter Handscomb, Mohammad Amir, 2017-01-03T19:44:06,1,84,4,0, N, R, L,18.546,0.687719,1.94105,137.431,8.17707,0.405912,120.177,0,0.178533,0.992469,106.218,-0.0625573,0.0559529,12.505,8.84042
Peter Handscomb, Mohammad Amir, 2017-01-03T19:44:48,1,84,5,0, N, R, L,18.5838,0.676249,1.9194,138.574,6.56841,-0.0677337,121.063,0,-0.509667,0.79483,110.326,-0.409261,0.196832,11.3563,8.22086
Peter Handscomb, Mohammad Amir, 2017-01-03T19:45:25,1,84,6,0, N, R, L,18.542,0.68581,1.902,140.982,10.7924,0.269278,116.702,0,-0.365649,1.41755,109.712,-0.165511,-0.239031,15.0943,10.3974
Matt Renshaw, Wahab Riaz, 2017-01-03T19:47:15,1,85,1,0, N, L, L,18.372,0.392394,1.94105,133.914,13.1222,0.233315,99.5736,0,-0.130748,2.42082,93.2723,0.0442347,0.202709,21.0368,15.385
Matt Renshaw, Wahab Riaz, 2017-01-03T19:47:48,1,85,1,0, N, L, L,18.4378,0.330649,2.03555,133.05,8.62985,0.386687,116.497,0,0.386196,0.817134,104.605,-0.491385,0.313412,13.3423,7.6126
Matt Renshaw, Wahab Riaz, 2017-01-03T19:48:20,1,85,2,0, N, L, L,18.4917,0.32186,1.98918,141.003,7.08958,0.263312,120.87,0,0.202074,0.836908,108.123,-0.454134,0.48092,12.0884,8.28299
Matt Renshaw, Wahab Riaz, 2017-01-03T19:49:15,1,85,3,1, N, L, L,18.5395,0.276371,2.03116,142.576,8.00224,0.279943,121.382,0,0.216477,0.904667,107.498,-0.771263,0.568551,12.795,8.2868
Peter Handscomb, Wahab Riaz, 2017-01-03T19:50:04,1,85,4,0, N, R, L,18.4838,0.48305,1.97355,145.488,6.71538,0.223162,125.635,0,-0.0122641,0.785209,113.083,-0.402998,-0.643766,11.5469,7.94977
Peter Handscomb, Wahab Riaz, 2017-01-03T19:50:37,1,85,5,0, N, R, L,18.4592,0.394944,1.9881,141.548,7.0082,0.141316,127.27,0,-0.058105,0.753178,114.325,-0.591822,0.450674,11.4171,7.45887
Peter Handscomb, Wahab Riaz, 2017-01-03T19:51:11,1,85,6,0, N, R, L,18.5236,0.362081,1.97281,143.278,5.71969,0.172573,123.466,0,0.0697985,0.663377,113.126,-0.269069,0.163129,11.1622,7.62502
Matt Renshaw, Mohammad Amir, 2017-01-03T19:52:19,1,86,1,0, N, L, L,18.6784,0.798399,1.93461,138.356,4.19343,0.174797,123.317,0,0.0444858,0.493277,114.435,0.698576,-0.0279765,10.0904,7.19126
Matt Renshaw, Mohammad Amir, 2017-01-03T19:52:51,1,86,2,0, N, L, L,18.5768,0.7135,1.94129,143.086,4.10699,0.471124,124.018,0,0.449475,0.415915,117.101,0.673185,-0.0279765,10.2175,6.20587
Matt Renshaw, Mohammad Amir, 2017-01-03T19:53:30,1,86,3,0, N, L, L,18.6105,0.772132,1.91935,140.054,7.90576,0.356817,121.456,0,0.113697,0.829468,107.81,0.325659,0.258688,11.9642,7.79041
Matt Renshaw, Mohammad Amir, 2017-01-03T19:54:05,1,86,4,1, N, L, L,18.3848,0.755461,1.85233,139.689,10.8148,0.492293,115.602,0,0.0557429,1.46572,106.49,-0.0989117,-0.435213,14.9854,10.1542
Peter Handscomb, Mohammad Amir, 2017-01-03T19:54:49,1,86,5,0, N, R, L,18.3901,0.607499,1.91288,137.105,7.56592,0.155333,120.287,0,-0.131098,0.921092,107.418,0.188712,0.0713263,11.8174,8.61555
Peter Handscomb, Mohammad Amir, 2017-01-03T19:55:26,1,86,6,0, N, R, L,18.4265,0.56384,1.92754,137.884,7.02573,0.030956,117.608,0,-0.419902,1.04046,113.443,-1.12065,0.24309,11.3856,9.95649
Matt Renshaw, Yasir Shah, 2017-01-03T19:57:01,1,87,1,1, N, L, R,18.8188,-0.587079,1.98072,86.1031,3.69714,-0.0654431,72.6844,0,-0.076389,0.627278,67.5313,-1.97407,-0.331022,15.3396,11.6292
Peter Handscomb, Yasir Shah, 2017-01-03T19:57:39,1,87,2,0, N, R, R,18.6015,-0.573506,1.95169,85.6819,4.34926,-0.100984,67.0092,0,-0.216054,0.593964,61.2842,-4.83327,2.76654,15.4932,11.0002
Peter Handscomb, Yasir Shah, 2017-01-03T19:58:01,1,87,3,3, N, R, R,18.6323,-0.610437,1.9717,84.6382,5.27508,-0.30534,68.5109,0,-0.541369,0.777273,61.4506,-4.96594,2.12633,15.6206,12.2435
Matt Renshaw, Yasir Shah, 2017-01-03T19:58:42,1,87,4,4, N, L, R,18.7512,-0.58617,1.98366,84.8639,3.59822,0.131865,70.3301,0,0.184163,0.602542,65.3839,-2.68409,1.56348,15.8894,11.6009
Matt Renshaw, Yasir Shah, 2017-01-03T19:59:43,1,87,5,1, N, L, R,18.6094,1.2778,1.99095,85.6316,4.05424,0.519509,69.8585,0,0.177527,0.655787,64.134,-3.65222,3.51986,15.6365,11.7774
Peter Handscomb, Yasir Shah, 2017-01-03T20:00:31,1,87,6,0, N, R, R,18.7588,-0.560637,1.95329,87.5734,4.75724,-0.0533131,72.4534,0,-0.110547,0.69375,65.4258,-3.62839,1.68493,15.0884,11.2357
Matt Renshaw, Mohammad Amir, 2017-01-04T12:30:02,1,88,1,0, N, L, L,18.655,0.828109,1.96625,138.583,5.28487,0.353916,115.839,0,0.133176,0.808259,106.237,-0.492975,0.247872,10.9984,9.7487
Matt Renshaw, Mohammad Amir, 2017-01-04T12:30:36,1,88,2,1, N, L, L,18.6368,0.790121,1.96168,139.125,6.08591,0.267667,119.98,0,-0.0730663,0.562462,109.138,-0.797949,-0.034264,11.2531,6.4136
Peter Handscomb, Mohammad Amir, 2017-01-04T12:31:44,1,88,3,0, N, R, L,18.6367,0.613524,1.96737,138.445,7.43083,0.0717367,118.264,0,-0.329227,0.801129,104.887,-0.313412,-0.0279765,12.0034,7.82607
Peter Handscomb, Mohammad Amir, 2017-01-04T12:32:20,1,88,4,0, N, R, L,18.596,0.650375,1.95069,134.446,7.87549,0.190985,117.425,0,-0.140371,0.88214,103.449,0.0989117,-0.102792,12.3532,8.33142
Peter Handscomb, Mohammad Amir, 2017-01-04T12:32:53,1,88,5,0, N, R, L,18.6146,0.631388,1.96768,136.578,6.74629,0.162957,120.655,0,-0.200507,0.847691,108.66,-0.833452,0.0197823,11.3809,8.63545
Peter Handscomb, Mohammad Amir, 2017-01-04T12:33:26,1,88,6,0, N, R, L,18.5692,0.597491,1.96272,139.164,6.94383,0.273798,119.536,0,-0.0426772,0.808179,106.482,-1.01799,0,11.7356,8.19214
Matt Renshaw, Imran Khan, 2017-01-04T12:34:41,1,89,1,0, N, L, R,18.6732,-0.760389,1.99429,125.581,6.96522,0.0937252,106.517,0,0.574048,0.803187,103.286,-0.566137,0.656706,12.0622,8.31172
Matt Renshaw, Imran Khan, 2017-01-04T12:35:17,1,89,2,2, N, L, R,18.4831,-0.812162,1.97354,129.126,7.4355,0.0359111,113.849,0,0.605208,0.861116,100.546,-0.260947,0.481327,12.337,8.54415
Matt Renshaw, Imran Khan, 2017-01-04T12:36:01,1,89,3,0, N, L, R,18.5673,-0.724717,1.97767,133.813,7.18195,0.103635,117.722,0,0.602446,0.86268,106.991,-0.28393,0.183454,12.2115,8.47041
Matt Renshaw, Imran Khan, 2017-01-04T12:36:40,1,89,4,0, N, L, R,18.4722,-0.750253,1.95194,136.005,7.72524,-0.103808,116.461,0,0.367794,0.776,103.168,-0.113641,0.320816,12.3593,7.64248
Matt Renshaw, Imran Khan, 2017-01-04T12:37:18,1,89,5,4, N, L, R,18.4847,-0.694063,1.96959,134.944,5.2272,0.229207,116.963,0,0.621098,0.589618,107.124,-0.0766167,0.732486,10.9935,7.41519
Matt Renshaw, Imran Khan, 2017-01-04T12:38:09,1,89,6,0, N, L, R,18.4966,-0.730055,1.98808,134.488,5.73514,0.14717,116.967,0,0.553994,0.593938,106.647,-0.163129,0.552139,11.2425,7.09566
Peter Handscomb, Mohammad Amir, 2017-01-04T12:38:55,1,90,1,0, N, R, L,18.6046,0.589458,1.97079,138.349,8.3574,0.265616,120.69,0,0.0208987,0.950673,107.121,0.0625573,0.128204,12.3014,8.40242
Peter Handscomb, Mohammad Amir, 2017-01-04T12:39:30,1,90,2,0, N, R, L,18.6789,0.559507,1.95041,140.061,6.68621,-0.0505528,122.884,0,-0.371958,0.686039,112.413,0.0948728,0.129722,11.3588,7.17572
Peter Handscomb, Mohammad Amir, 2017-01-04T12:40:03,1,90,3,1, N, R, L,18.5101,0.610194,1.94064,135.26,5.41882,0.0975665,118.098,0,-0.121182,0.780227,108.054,-0.0969133,0.0523392,10.9518,9.29762
Matt Renshaw, Mohammad Amir, 2017-01-04T12:40:53,1,90,4,1, N, L, L,18.4563,0.758436,1.88591,143.697,11.1338,0.419214,116.511,0,-0.0579311,1.34151,110.22,0.0969133,0.19881,15.5824,9.59347
Peter Handscomb, Mohammad Amir, 2017-01-04T12:41:32,1,90,5,0, N, R, L,18.5759,0.611506,1.94757,142.535,6.2796,-0.0121533,123.566,0,-0.342369,0.575251,111.844,0.0884693,-0.372729,11.1966,6.42413
Peter Handscomb, Mohammad Amir, 2017-01-04T12:42:09,1,90,6,0, N, R, L,18.5872,0.561314,1.94683,141.879,4.87831,-0.127626,123.955,0,-0.315566,0.60583,114.525,0.400563,0.518888,10.773,7.83139
Matt Renshaw, Imran Khan, 2017-01-04T12:43:07,1,91,1,1, N, L, R,18.3992,-0.685244,1.94856,133.075,8.29618,-0.0044534,115.648,0,0.627081,0.977122,107.998,0.593803,-0.185575,12.5599,8.65729
Peter Handscomb, Imran Khan, 2017-01-04T12:43:53,1,91,2,0, N, R, R,18.4027,-0.808184,1.95751,133.646,7.81474,-0.586505,115.689,0,-0.407709,0.723368,101.846,0.971363,-1.6541,12.5107,7.32232
Peter Handscomb, Imran Khan, 2017-01-04T12:44:34,1,91,3,0, N, R, R,18.3037,-0.83287,1.95139,130.084,8.34267,-0.445338,114.623,0,-0.155714,0.943542,101.657,0.375865,-1.19403,13.0307,8.59915
Peter Handscomb, Imran Khan, 2017-01-04T12:45:13,1,91,4,0, N, R, R,18.3269,-0.725944,1.95809,131.032,6.84751,-0.294495,116.296,0,0.000100002,0.722077,103.579,0.187672,0.235734,11.7322,7.62282
Peter Handscomb, Imran Khan, 2017-01-04T12:45:51,1,91,5,2, N, R, R,18.469,-0.813204,1.96593,131.427,7.47764,-0.596037,116.669,0,-0.509591,0.738721,103.852,-0.222936,-0.476834,12.1776,7.43811
Peter Handscomb, Imran Khan, 2017-01-04T12:46:38,1,91,6,0, N, R, R,18.2477,-0.802372,1.93319,132.45,6.06806,-0.325823,116.231,0,-0.0691241,0.507133,105.567,-0.0197823,0.380522,11.3433,6.15939
Matt Renshaw, Mohammad Amir, 2017-01-04T12:47:31,1,92,1,1, N, L, L,18.8414,1.0119,1.94175,142.27,5.45335,0.668522,120.249,0,0.55478,0.644278,109.949,0,0.525632,10.9844,7.72886
Peter Handscomb, Mohammad Amir, 2017-01-04T12:48:10,1,92,2,1, N, R, L,18.6715,0.622383,1.96415,136.231,6.74421,0.0313694,118.876,0,-0.290434,0.907641,106.461,0,0.149353,11.3723,9.16305
Matt Renshaw, Mohammad Amir, 2017-01-04T12:48:53,1,92,3,1, N, L, L,18.4911,0.85302,1.8649,142.882,11.6487,0.528778,116.295,0,0.158147,1.76243,106.68,0.626513,0.511673,16.2531,11.3919
Peter Handscomb, Mohammad Amir, 2017-01-04T12:49:37,1,92,4,0, N, R, L,18.4904,0.605813,1.97592,124.894,4.62452,0.0511442,107.824,0,-0.196108,0.580601,100.047,-1.56185,1.5371,11.7938,8.17245
Peter Handscomb, Mohammad Amir, 2017-01-04T12:50:12,1,92,5,0, N, R, L,18.56,0.624414,1.93026,135.71,6.97785,-0.017855,119.3,0,-0.378353,0.963519,106.414,-0.0197823,0.466042,11.5604,9.38658
Peter Handscomb, Mohammad Amir, 2017-01-04T12:50:48,1,92,6,0, N, R, L,18.6361,0.640018,1.93951,143.182,6.48191,0.0191041,124.002,0,-0.332295,0.712706,111.757,-0.641635,0.882709,11.2299,7.52552
Matt Renshaw, Imran Khan, 2017-01-04T12:51:49,1,93,1,0, N, L, R,18.3993,-0.722409,1.95112,137.517,6.38855,0.172493,118.283,0,0.659149,0.696176,106.608,-0.200769,0.563365,11.6439,7.62237
Matt Renshaw, Imran Khan, 2017-01-04T12:52:28,1,93,2,0, N, L, R,18.3468,-0.770262,1.9447,131.031,7.67125,0.0948285,115.539,0,0.70623,0.847498,102.591,-0.19881,0.24309,12.139,8.16655
Matt Renshaw, Imran Khan, 2017-01-04T12:53:06,1,93,3,4, N, L, R,18.467,-0.688651,1.95246,138.904,4.66214,0.330219,120.704,0,0.684823,0.493571,111.565,-0.449805,1.10021,10.5605,6.80315
Matt Renshaw, Imran Khan, 2017-01-04T12:53:57,1,93,4,0, N, L, R,18.5517,-0.733881,1.94103,131.467,7.03964,0.231475,114.173,0,0.834093,0.920433,110.065,-0.126669,0.447187,11.7407,8.85784
Matt Renshaw, Imran Khan, 2017-01-04T12:54:38,1,93,5,2, N, L, R,18.373,-0.773222,1.92501,131.105,7.53468,-0.214381,115.046,0,0.00963501,0.743818,101.963,-0.326858,-1.78816,12.2944,7.54548
Matt Renshaw, Imran Khan, 2017-01-04T12:55:26,1,93,6,0, Y, L, R,18.4901,-0.715924,1.99077,133.651,8.35825,0.0262183,116.433,0,0.537783,0.898929,102.081,-0.29074,-0.759503,12.9107,8.2382
Peter Handscomb, Mohammad Amir, 2017-01-04T12:58:13,1,94,1,2, N, R, L,18.7022,0.591494,1.98268,135.447,5.0752,-0.00178903,115.899,0,-0.15828,0.565869,106.759,0.714637,0.0197823,10.8494,7.34484
Peter Handscomb, Mohammad Amir, 2017-01-04T12:58:54,1,94,2,2, N, R, L,18.538,0.68249,1.88176,141.646,11.7854,0.225942,111.473,0,-0.38507,1.5465,105.324,1.00073,-0.193827,16.5605,10.7417
Peter Handscomb, Mohammad Amir, 2017-01-04T12:59:35,1,94,3,1, N, R, L,18.5116,0.628457,1.93666,136.324,7.75755,-0.0364223,120.769,0,-0.467036,1.02287,107.008,0.0559529,0.591491,12.1226,9.27124
Hilton Cartwright, Mohammad Amir, 2017-01-04T13:00:37,1,94,4,4, N, R, L,18.6427,0.702416,1.91777,146.5,5.12549,-0.0739492,125.869,0,-0.418787,0.481305,116.644,-0.29074,-0.514343,10.4998,6.09928
Hilton Cartwright, Mohammad Amir, 2017-01-04T13:01:23,1,94,5,0, N, R, L,18.7706,0.657152,1.94024,142.886,5.89004,0.133674,116.185,0,-0.0606677,0.654092,105.761,0.0442347,0.750692,11.0377,7.58949
Hilton Cartwright, Mohammad Amir, 2017-01-04T13:02:00,1,94,6,2, N, R, L,18.4482,0.665663,1.91545,140.788,8.4492,0.253855,120.204,0,-0.0416127,0.790984,115.071,0.167859,0.361536,12.4913,7.22334
Peter Handscomb, Imran Khan, 2017-01-04T13:03:06,1,95,1,0, N, R, R,18.6391,-0.844244,1.9616,134.314,5.58401,-0.308981,113.725,0,-0.0635346,0.586448,103.628,0.148038,0.0197823,11.4429,7.25416
Peter Handscomb, Imran Khan, 2017-01-04T13:03:45,1,95,2,0, N, R, R,18.4781,-0.795481,1.93891,135.815,6.01872,-0.28891,115.806,0,-0.043726,0.645706,104.361,-0.068528,0.135621,11.512,7.47679
Peter Handscomb, Imran Khan, 2017-01-04T13:04:25,1,95,3,0, N, R, R,18.4395,-0.811894,1.96908,131.685,7.40718,-0.53518,116.151,0,-0.412991,0.734599,105.74,-0.0484566,-0.856837,12.4299,7.40707
Peter Handscomb, Imran Khan, 2017-01-04T13:05:06,1,95,4,0, N, R, R,18.1809,-0.776975,1.94476,134.55,5.71147,-0.344188,118.916,0,-0.104365,0.606491,108.496,0.476423,-0.111906,10.9654,7.20323
Peter Handscomb, Imran Khan, 2017-01-04T13:05:48,1,95,5,0, N, R, R,18.5157,-0.854805,1.94372,138.995,5.91257,-0.253377,119.092,0,0.0136759,0.570413,108.406,0.0279765,-0.291412,11.2623,6.70485
Peter Handscomb, Imran Khan, 2017-01-04T13:06:33,1,95,6,1, N, R, R,18.6458,-0.763334,1.93723,140.55,5.61806,-0.10867,118.096,0,0.248629,0.592537,108.032,0.541402,0.419181,11.0793,7.16228
Peter Handscomb, Mohammad Amir, 2017-01-04T13:07:52,1,96,1,0, N, R, L,18.5826,0.621865,1.92589,136.121,6.38403,0.0600511,115.754,0,-0.208748,0.73599,104.624,0.699695,-0.911287,11.0654,8.00071
Peter Handscomb, Mohammad Amir, 2017-01-04T13:08:38,1,96,2,0, N, R, L,18.5559,-0.844412,1.92028,144.068,7.68297,-0.413322,123.566,0,-0.0748835,0.829314,110.032,0.252564,-0.0279765,11.9835,7.77929
Peter Handscomb, Mohammad Amir, 2017-01-04T13:09:13,1,96,3,0, N, R, L,18.6515,-0.883941,1.97646,120.599,4.21287,-0.157308,104.188,0,0.061096,0.559747,97.0747,-0.218503,0.585172,11.8872,8.50262
Peter Handscomb, Mohammad Amir, 2017-01-04T13:09:45,1,96,4,2, N, R, L,18.7415,-0.977031,1.94447,143.103,6.13994,-0.505944,121.919,0,-0.278301,0.722694,111.124,0.416841,-0.825431,11.1939,7.89894
Peter Handscomb, Mohammad Amir, 2017-01-04T13:10:31,1,96,5,0, N, R, L,18.6991,-0.887253,1.91465,139.476,8.17606,-0.308787,120.611,0,0.138676,0.942346,106.304,0.199792,-0.412594,12.2843,8.46385
Peter Handscomb, Mohammad Amir, 2017-01-04T13:11:07,1,96,6,0, N, R, L,18.6199,-0.956011,1.98618,121.93,6.62652,-0.230716,108.913,0,0.1552,0.685162,98.4452,-0.434763,0.593803,12.2873,7.65057
Hilton Cartwright, Imran Khan, 2017-01-04T13:12:19,1,97,1,0, N, R, R,18.41,-0.880256,1.96234,135.954,7.44558,-0.628155,118.669,0,-0.519971,0.734204,107.99,-0.235734,-0.478472,12.2307,7.33301
Hilton Cartwright, Imran Khan, 2017-01-04T13:12:59,1,97,2,0, N, R, R,18.2946,-0.829317,1.94061,138.15,6.62088,-0.438843,117.721,0,-0.296693,0.705969,105.62,-0.515862,-0.327456,11.634,7.57507
Hilton Cartwright, Imran Khan, 2017-01-04T13:13:40,1,97,3,0, N, R, R,18.5108,-0.799825,1.93688,139.543,7.05102,-0.321917,118.592,0,-0.0151568,0.800444,105.977,-0.0197823,0.231547,11.7622,8.07596
Hilton Cartwright, Imran Khan, 2017-01-04T13:14:27,1,97,4,0, N, R, R,18.4596,-0.840865,1.98361,138.018,5.30628,-0.685531,117.203,0,-0.584059,0.53911,107.913,0.0395647,0.718733,11.1588,6.82994
Hilton Cartwright, Imran Khan, 2017-01-04T13:15:08,1,97,5,0, N, R, R,18.4669,-0.82537,1.9216,134.071,6.48452,-0.297054,115.575,0,-0.0018497,0.717491,104.199,0.13417,-0.102792,11.4743,7.79411
Hilton Cartwright, Imran Khan, 2017-01-04T13:15:47,1,97,6,0, N, R, R,18.3491,-0.875338,1.93336,134.866,8.06498,-0.615549,113.876,0,-0.357997,0.871227,106.53,0.515483,-0.257171,12.5097,8.14026
Peter Handscomb, Yasir Shah, 2017-01-04T13:17:32,1,98,1,0, N, R, R,18.7196,-0.676376,1.98447,83.3546,5.07687,-0.425276,66.0945,0,-0.586149,0.792896,59.3591,-3.95379,2.10998,16.6332,12.8911
Peter Handscomb, Yasir Shah, 2017-01-04T13:17:57,1,98,2,0, N, R, R,18.711,-0.626717,1.99247,84.8802,5.67029,-0.226641,69.7329,0,-0.162921,0.759509,62.236,-2.5688,2.81633,15.8329,11.7397
Peter Handscomb, Yasir Shah, 2017-01-04T13:18:19,1,98,3,1, N, R, R,18.9837,-0.577749,1.96413,81.9808,4.38003,-0.211313,67.7744,0,-0.300056,0.789767,61.5366,-3.72147,2.18731,17.0752,13.2986
Hilton Cartwright, Yasir Shah, 2017-01-04T13:18:59,1,98,4,0, N, R, R,18.7915,-0.631854,1.96921,88.454,6.7715,-0.0976199,71.4534,0,-0.103625,0.889723,62.6204,-3.75458,2.24202,15.6557,12.3251
Hilton Cartwright, Yasir Shah, 2017-01-04T13:19:22,1,98,5,0, N, R, R,18.7888,-0.623053,1.98342,83.9983,4.80194,-0.0819177,67.3923,0,-0.132838,0.815472,60.6102,-3.96832,2.22888,16.0927,13.2511
Hilton Cartwright, Yasir Shah, 2017-01-04T13:19:40,1,98,6,0, N, R, R,18.7711,-0.63411,1.98142,81.9243,4.85794,-0.286283,67.8923,0,-0.448837,0.763764,61.2163,-4.13076,1.52149,16.5354,12.4679
Peter Handscomb, Imran Khan, 2017-01-04T13:20:53,1,99,1,1, N, R, R,18.339,0.466106,1.98144,143.882,6.5843,0.299675,122.832,0,0.259938,0.73613,110.651,-0.0395647,0.976186,11.5988,7.66449
Hilton Cartwright, Wahab Riaz, 2017-01-04T13:21:34,1,99,2,0, N, R, L,18.5103,0.437791,1.97996,138.691,8.89531,0.139852,118.439,0,-0.0861506,1.05168,103.177,0.421973,-0.196832,13.2153,8.92139
Hilton Cartwright, Wahab Riaz, 2017-01-04T13:22:09,1,99,3,1, N, R, L,18.4081,0.438328,1.95495,139.462,8.78369,0.265625,120.396,0,0.120279,0.901812,106.009,0.0442347,0.0625573,12.863,7.99161
Peter Handscomb, Wahab Riaz, 2017-01-04T13:22:45,1,99,4,0, N, R, L,18.5354,0.52121,2.00386,144.119,8.22235,0.294423,124.296,0,0.0626807,0.811134,112.852,-0.557078,0.38563,12.8117,7.27974
Peter Handscomb, Wahab Riaz, 2017-01-04T13:23:16,1,99,5,0, N, R, L,18.3981,0.413696,1.9362,138.504,8.42402,0.113118,119.422,0,-0.165014,1.01023,105.939,-0.106531,-0.11535,12.6604,8.83337
Peter Handscomb, Wahab Riaz, 2017-01-04T13:23:53,1,99,6,0, N, R, L,18.6056,0.431399,1.98649,145.729,7.7259,0.227142,123.109,0,0.0107026,0.786857,109.254,-0.533025,0,12.1542,7.46639
Hilton Cartwright, Yasir Shah, 2017-01-04T13:24:56,1,100,1,0, N, R, R,18.7673,-0.59055,1.9558,84.7396,5.44176,-0.0973388,70.7101,0,-0.122983,0.740102,63.9863,-2.99042,1.17253,15.6424,11.4276
Hilton Cartwright, Yasir Shah, 2017-01-04T13:25:16,1,100,2,0, N, R, R,18.8352,-0.592914,1.9773,83.2602,5.6363,-0.0597194,65.6119,0,-0.111441,0.839378,57.6766,-3.84491,1.96194,15.8658,13.1885
Hilton Cartwright, Yasir Shah, 2017-01-04T13:25:39,1,100,3,1, N, R, R,18.8032,-0.629365,2.02716,81.552,1.92148,0.0718933,65.2619,0,0.208452,0.577292,62.2024,0,3.25167,17.3258,17.3037
Peter Handscomb, Yasir Shah, 2017-01-04T13:26:18,1,100,4,1, N, R, R,18.8418,-0.616976,1.96948,84.5636,3.48206,-0.091475,63.6649,0,-0.271062,0.783466,58.5147,-5.77401,1.67631,16.6229,15.3166
Hilton Cartwright, Yasir Shah, 2017-01-04T13:26:42,1,100,5,0, N, R, R,18.803,-0.590362,1.98515,81.9126,4.56636,0.0700043,65.9563,0,-0.00468451,0.740499,59.9479,-4.55101,1.87116,16.2053,12.7407
Hilton Cartwright, Yasir Shah, 2017-01-04T13:27:03,1,100,6,1, N, R, R,18.7637,-0.610731,1.99713,82.9051,3.9957,-0.0317843,68.3863,0,-0.0471633,0.704448,62.7448,-3.12913,1.28755,16.0958,12.6701
Hilton Cartwright, Wahab Riaz, 2017-01-04T13:28:00,1,101,1,1, N, R, L,18.5117,0.496937,1.97903,146.68,11.2195,0.295786,118.625,0,-0.016186,1.52485,110.079,-0.0862292,0.142653,16.1218,10.4588
Peter Handscomb, Wahab Riaz, 2017-01-04T13:28:38,1,101,2,0, N, R, L,18.3625,0.47949,1.97361,142.569,9.03175,0.168887,122.796,0,-0.142172,1.00435,116.531,0.0484566,-0.22985,13.2015,8.30273
Peter Handscomb, Wahab Riaz, 2017-01-04T13:29:11,1,101,3,0, N, R, L,18.6414,0.458382,2.01093,142.969,6.7293,0.04444,120.536,0,-0.200464,0.738488,109.766,-0.0279765,-0.174713,11.6498,7.65136
Peter Handscomb, Wahab Riaz, 2017-01-04T13:29:47,1,101,4,0, N, R, L,18.5204,0.48206,1.95728,143.799,12.3467,0.283796,112.064,0,-0.150936,1.89958,106.465,-0.176939,0,18.4378,12.559
Peter Handscomb, Wahab Riaz, 2017-01-04T13:30:25,1,101,5,0, N, R, L,18.4788,0.444168,1.9928,144.071,7.10832,0.149058,128.505,0,-0.141155,0.769437,116.555,-0.949563,0.191797,11.4857,7.49347
Peter Handscomb, Wahab Riaz, 2017-01-04T13:31:01,1,101,6,0, N, R, L,18.7318,0.458771,2.01375,147.296,10.7335,0.388675,120.841,0,0.208086,1.47756,117.674,-0.519265,0.110143,15.0513,10.3986
Hilton Cartwright, Yasir Shah, 2017-01-04T13:34:57,1,102,1,1, N, R, R,18.733,-0.675397,1.95126,87.1461,7.68218,-0.246796,72.3714,0,-0.259003,0.893621,63.2118,-2.90387,1.14278,15.8594,12.0489
Peter Handscomb, Yasir Shah, 2017-01-04T13:35:32,1,102,2,0, N, R, R,18.7379,-0.598603,1.97377,83.7189,4.5122,-0.167289,70.456,0,-0.140856,0.722005,64.1157,-2.09153,1.35234,15.7325,12.0511
