Batsman, Bowler, TimeBowled, Inning, Over, Ball, Runs, Wicket, Bat_hand, bowler_hand, releaseX, releaseY, releaseZ, releaseSpeed, bounceX, bounceY, bounceSpeed, stumpPosX, stumpPosY, stumpPosZ, stumpSpeed, deviation, swing, dropAngle, bounceAngle 
Peter Handscomb, Yasir Shah, 2017-01-03T18:08:37,1,63,6,0, N, R, R,18.7506,-0.65652,1.99182,87.0535,4.24821,-0.175939,71.3786,0,-0.315284,0.66036,65.9052,-3.12913,-1.24804,15.616,11.3981
Matt Renshaw, Mohammad Amir, 2017-01-03T18:09:36,1,64,1,1, N, L, L,18.7869,0.964113,1.94318,148.743,7.08878,0.350203,124.469,0,-0.105362,0.763983,112.155,-0.767703,0.175829,11.4895,7.50615
Peter Handscomb, Mohammad Amir, 2017-01-03T18:10:21,1,64,2,0, N, R, L,18.7408,0.630875,1.96778,142.013,5.13203,-0.0478957,122.083,0,-0.304548,0.564301,112.206,0.141274,-0.28599,10.6404,7.12644
Peter Handscomb, Mohammad Amir, 2017-01-03T18:10:56,1,64,3,0, N, R, L,18.3927,0.639394,1.9265,139.578,7.39374,0.18403,121.153,0,-0.144534,0.973673,107.437,-0.196832,0.0442347,11.6725,9.16471
Peter Handscomb, Mohammad Amir, 2017-01-03T18:11:38,1,64,4,0, N, R, L,18.4686,0.70774,1.8944,140.702,7.61235,0.248969,121.71,0,-0.0758609,0.830407,108.617,-0.326259,0.587175,11.8651,7.87163
Peter Handscomb, Mohammad Amir, 2017-01-03T18:12:12,1,64,5,0, N, R, L,18.7083,0.596578,1.97059,125.653,4.64668,-0.000979944,110.24,0,-0.144013,0.632683,102.428,0.292083,0.731149,11.5316,8.66118
Peter Handscomb, Mohammad Amir, 2017-01-03T18:12:50,1,64,6,0, N, R, L,18.6633,0.629387,1.97899,128.791,7.1429,0.224743,113.194,0,-0.0642872,0.861453,101.5,-0.515483,0.41212,12.0573,8.65126
Matt Renshaw, Yasir Shah, 2017-01-03T18:13:56,1,65,1,2, N, L, R,18.67,1.23509,1.95135,84.6767,5.52523,0.801221,70.025,0,0.416767,0.645601,63.1398,-3.41782,2.58035,15.7187,10.6566
Matt Renshaw, Yasir Shah, 2017-01-03T18:14:54,1,65,2,1, N, L, R,18.6289,1.27111,1.95109,84.3068,4.57044,0.497654,68.5329,0,0.0404135,0.614692,62.4937,-4.13834,3.05928,16.0044,10.8386
Peter Handscomb, Yasir Shah, 2017-01-03T18:15:55,1,65,3,0, N, R, R,18.7268,-0.623269,2.00887,84.5235,4.42307,-0.293224,66.2734,0,-0.579578,0.743985,60.1403,-4.64203,-0.740457,16.2069,12.8495
Peter Handscomb, Yasir Shah, 2017-01-03T18:16:17,1,65,4,0, N, R, R,18.81,-0.640123,2.01011,84.7441,4.15361,-0.182333,68.0082,0,-0.33345,0.730206,62.1053,-3.56156,-0.605226,16.1722,12.8464
Peter Handscomb, Yasir Shah, 2017-01-03T18:16:36,1,65,5,0, N, R, R,18.7871,-0.550907,1.95605,83.4932,5.19127,-0.158535,67.4629,0,-0.382572,0.58951,60.8808,-4.20803,0.15949,16.2768,10.482
Peter Handscomb, Yasir Shah, 2017-01-03T18:16:58,1,65,6,3, N, R, R,18.7595,-0.574305,1.99991,82.7634,4.70923,-0.137399,61.9174,0,-0.454257,0.881854,55.3002,-5.65818,0.0523392,16.1673,14.8299
Peter Handscomb, Imran Khan, 2017-01-03T18:18:35,1,66,1,0, N, R, R,18.3429,-0.869031,1.97151,128.492,6.27209,-0.390463,111.998,0,-0.00142609,0.732018,101.912,1.24065,0.0713263,11.8721,8.13235
Peter Handscomb, Imran Khan, 2017-01-03T18:19:22,1,66,1,0, N, R, R,18.3074,-0.824901,1.95073,129.323,8.0693,-0.429981,109.646,0,-0.0500101,0.997337,97.3404,0.7913,-0.582827,13.1758,9.35928
Peter Handscomb, Imran Khan, 2017-01-03T18:20:01,1,66,2,0, N, R, R,18.4347,-0.90134,1.96884,131.129,6.46355,-0.493344,111.419,0,-0.299907,0.774637,100.307,-0.210289,-0.0559529,11.9866,8.43183
Peter Handscomb, Imran Khan, 2017-01-03T18:20:43,1,66,3,0, N, R, R,18.4838,-0.776241,1.98333,136.149,3.28949,-0.204488,112.221,0,-0.0681725,0.418996,106.337,0.304546,-0.163129,10.8833,7.55991
Peter Handscomb, Imran Khan, 2017-01-03T18:21:22,1,66,4,0, N, R, R,18.5034,-0.817331,1.95747,130.787,7.10731,-0.473578,112.574,0,-0.119912,0.719208,100.05,1.13987,-0.0279765,12.2947,7.61273
Peter Handscomb, Imran Khan, 2017-01-03T18:22:05,1,66,5,0, N, R, R,18.2589,-0.785188,1.94424,129.11,8.01004,-0.525081,110.719,0,-0.433987,0.995825,98.573,-0.323247,-0.925773,12.8879,9.32438
Peter Handscomb, Imran Khan, 2017-01-03T18:22:49,1,66,6,0, N, R, R,18.3444,-0.861157,1.96962,126.896,8.12396,-0.475078,106.975,0,-0.147557,0.97753,96.0509,0.348866,-0.393167,13.1091,9.31815
Matt Renshaw, Yasir Shah, 2017-01-03T18:24:12,1,67,1,0, N, L, R,18.6461,1.28019,1.98285,88.0429,6.86556,0.691871,71.2411,0,-0.0149531,0.624664,62.1988,-3.54321,1.0176,15.4345,10.22
Matt Renshaw, Yasir Shah, 2017-01-03T18:24:40,1,67,2,0, N, L, R,18.6918,1.24719,2.00645,83.1976,6.29973,0.716067,68.2765,0,0.00447507,0.718758,60.3528,-4.67525,1.33222,16.0721,11.4668
Matt Renshaw, Yasir Shah, 2017-01-03T18:24:58,1,67,3,1, N, L, R,18.6288,1.26176,1.98944,81.4411,5.31015,0.527658,65.1745,0,-0.175008,0.841456,58.0707,-4.95159,1.10269,16.8014,13.3756
Peter Handscomb, Yasir Shah, 2017-01-03T18:25:38,1,67,4,0, N, R, R,18.6977,-0.599973,1.94628,87.4944,6.3454,-0.186531,71.37,0,-0.327002,0.776355,62.9029,-3.70375,1.01027,15.1473,11.4987
Peter Handscomb, Yasir Shah, 2017-01-03T18:26:01,1,67,5,0, N, R, R,18.7443,-0.655749,1.93654,84.5537,4.24635,0.0862677,67.0779,0,0.0923943,0.689589,61.4272,-3.5479,1.35826,15.7593,12.2821
Peter Handscomb, Yasir Shah, 2017-01-03T18:26:22,1,67,6,0, N, R, R,18.607,-0.609685,1.91663,87.6772,5.14444,-0.476611,68.1479,0,-0.738129,0.799868,61.066,-3.54155,0.120331,16.0772,12.6328
Matt Renshaw, Imran Khan, 2017-01-03T18:27:30,1,68,1,0, N, L, R,18.5581,-0.708202,1.97227,133.754,5.22965,0.210364,113.778,0,0.571806,0.557703,104.462,-0.144018,0.292083,11.3693,7.16648
Matt Renshaw, Imran Khan, 2017-01-03T18:28:11,1,68,2,0, N, L, R,18.4866,-0.751955,1.97744,131.442,6.0967,0.179677,110.74,0,0.660521,0.599809,100.433,0,0.402025,11.8147,7.12096
Matt Renshaw, Imran Khan, 2017-01-03T18:29:12,1,68,3,3, N, L, R,18.2476,-0.743735,1.96653,126.413,8.79016,-0.0674313,110.732,0,0.725969,0.999126,97.6166,0.935655,0.253338,13.5365,8.97908
Peter Handscomb, Imran Khan, 2017-01-03T18:30:17,1,68,4,0, N, R, R,18.3719,-0.790709,1.96054,129.974,6.50181,-0.374988,113.819,0,-0.14626,0.745501,102.772,0.514343,-0.977988,11.8341,8.05448
Peter Handscomb, Imran Khan, 2017-01-03T18:30:57,1,68,5,0, N, R, R,18.2542,-0.824056,1.9464,132.016,8.69518,-0.565805,111.714,0,-0.304752,1.05062,97.3929,0.212142,-0.0740187,13.5249,9.32919
Peter Handscomb, Imran Khan, 2017-01-03T18:31:41,1,68,6,0, N, R, R,18.3742,-0.847586,1.97977,131.601,8.35017,-0.537007,112.208,0,-0.405193,0.92634,98.4194,-0.25101,-1.18498,13.1876,8.61863
Peter Handscomb, Imran Khan, 2017-01-03T18:32:30,1,68,6,0, N, R, R,18.3981,-0.807048,1.97766,131.719,5.74425,-0.711943,111.918,0,-0.618279,0.565519,103.419,0.815654,-0.589503,11.8085,6.89229
Matt Renshaw, Yasir Shah, 2017-01-03T18:33:57,1,69,1,0, N, L, R,18.719,1.27328,1.9554,83.8755,5.77701,0.654669,69.0137,0,0.0790815,0.661303,61.4223,-3.43085,0.940036,15.9544,10.8328
Matt Renshaw, Yasir Shah, 2017-01-03T18:34:14,1,69,2,0, N, L, R,18.744,1.24108,1.95106,83.4941,5.42997,0.487128,70.8928,0,-0.118613,0.719115,63.3139,-3.31369,0.366375,16.2603,11.2795
Matt Renshaw, Yasir Shah, 2017-01-03T18:34:34,1,69,3,1, N, L, R,18.7307,1.28917,1.98273,82.2617,4.93366,0.533749,65.6733,0,-0.0716308,0.804055,58.8456,-4.23864,0.729542,16.9131,13.1655
Peter Handscomb, Yasir Shah, 2017-01-03T18:35:04,1,69,4,1, N, R, R,18.567,-0.659576,1.91548,86.5567,5.16497,-0.253007,67.4044,0,-0.0966959,0.724524,60.3309,0.193827,-0.386137,15.1996,11.8969
Matt Renshaw, Yasir Shah, 2017-01-03T18:35:31,1,69,5,0, N, L, R,18.6378,1.23607,1.98918,82.7365,5.95662,0.716339,62.9161,0,-0.00540346,0.759608,55.4981,-5.23383,1.32766,16.5903,12.8416
Matt Renshaw, Yasir Shah, 2017-01-03T18:35:50,1,69,6,3, N, L, R,18.5313,1.24928,1.89195,84.2792,6.34037,0.544157,66.3346,0,0.324681,0.698676,59.3652,0.519641,1.56373,15.8864,11.3794
Matt Renshaw, Imran Khan, 2017-01-03T18:37:05,1,70,1,0, N, L, R,18.5197,-0.70917,1.96266,129.37,7.19898,0.0483782,109.847,0,0.52229,0.856597,98.4347,-0.554967,0.942738,12.2779,8.70565
Matt Renshaw, Imran Khan, 2017-01-03T18:37:48,1,70,2,0, N, L, R,18.5467,-0.806512,1.98639,132.357,6.22574,-0.0059856,113.865,0,0.574468,0.640684,103.538,1.40875,0.378459,11.9745,7.30525
Matt Renshaw, Imran Khan, 2017-01-03T18:38:36,1,70,3,4, N, L, R,18.3651,-0.738134,1.93922,132.925,7.83325,0.152578,112.617,0,0.899494,0.895805,99.1701,0.613893,0,12.6513,8.59848
Matt Renshaw, Imran Khan, 2017-01-03T18:39:30,1,70,4,0, N, L, R,18.5221,-0.7885,1.97787,132.422,2.75315,0.363373,94.8116,0,0.511062,0.50083,90.0893,-1.28344,0.333965,10.7542,10.638
Matt Renshaw, Imran Khan, 2017-01-03T18:40:10,1,70,5,4, N, L, R,18.5064,-0.722376,1.95026,130.085,6.745,-0.107613,107.291,0,0.190103,0.938498,95.2067,0.418714,-1.70146,11.9917,9.86039
Matt Renshaw, Imran Khan, 2017-01-03T18:41:05,1,70,6,0, N, L, R,18.5833,-0.791114,1.95634,136.249,6.20451,0.129697,113.284,0,0.654981,0.709814,102.333,0.476834,0.200769,11.7875,7.96517
Peter Handscomb, Yasir Shah, 2017-01-03T18:42:08,1,71,1,0, N, R, R,18.8324,-0.594853,1.98603,83.9329,3.14679,-0.366311,61.6977,0,-0.707091,0.646073,56.9459,-6.44193,-1.08318,16.3571,13.9311
Peter Handscomb, Yasir Shah, 2017-01-03T18:42:55,1,71,2,1, N, R, R,18.6831,-0.522735,1.95959,85.6578,2.9327,0.0955749,69.0227,0,0.256942,0.735341,64.5626,0,1.73844,15.6579,15.6333
Matt Renshaw, Yasir Shah, 2017-01-03T18:43:25,1,71,3,4, N, L, R,18.9916,1.36273,2.09564,86.4094,1.77663,0.601849,71.1831,0,0.299391,1.00319,67.3639,-7.54392,0.839301,16.9905,29.3976
Matt Renshaw, Yasir Shah, 2017-01-03T18:44:03,1,71,4,0, N, L, R,18.6284,1.2465,2.03089,82.7639,4.7468,0.571892,65.7874,0,-0.00556198,0.719904,59.545,-4.32332,0.303902,16.1623,12.3108
Matt Renshaw, Yasir Shah, 2017-01-03T18:44:24,1,71,5,0, N, L, R,18.7551,1.28722,2.015,80.7138,6.25531,0.74439,64.2013,0,-0.0452773,0.761348,56.284,-5.34016,1.22157,16.8045,12.5268
Matt Renshaw, Yasir Shah, 2017-01-03T18:44:43,1,71,6,1, N, L, R,18.592,1.25562,2.01617,83.325,4.00787,0.353773,65.6641,0,-0.15039,0.637608,60.1739,-4.59734,1.88585,16.0492,11.9642
Matt Renshaw, Wahab Riaz, 2017-01-03T18:46:16,1,72,1,1, N, L, L,18.3586,0.449509,1.99706,135.858,8.86337,0.416293,115.795,0,0.388452,1.0686,102.122,0.148038,-0.246288,13.4557,9.12204
Peter Handscomb, Wahab Riaz, 2017-01-03T18:47:00,1,72,2,4, N, R, L,18.4045,0.192009,1.98249,139.658,6.59721,-0.388908,122.154,0,-0.700845,0.76574,109.668,0.67173,-1.09539,11.8298,7.96589
Peter Handscomb, Wahab Riaz, 2017-01-03T18:48:00,1,72,3,1, N, R, L,18.6117,-1.2669,2,141.797,7.13435,-0.587293,122.855,0,-0.182533,0.786205,109.585,0.255644,-0.75873,11.8553,7.76154
Matt Renshaw, Wahab Riaz, 2017-01-03T18:48:43,1,72,4,0, N, L, L,18.3744,0.457498,1.98754,142.513,4.57184,0.214733,122.641,0,0.198249,0.574566,113.866,0.3363,0.890214,10.9375,7.78098
Matt Renshaw, Wahab Riaz, 2017-01-03T18:49:14,1,72,5,0, N, L, L,18.2443,0.399275,1.93658,145.556,11.0791,0.346536,114.133,0,0.266562,1.30234,110.334,0.174713,-0.324455,16.1023,9.74586
Matt Renshaw, Wahab Riaz, 2017-01-03T18:49:47,1,72,6,0, N, L, L,18.371,0.322513,1.93432,146.923,11.5873,0.241452,113.755,0,0.0308097,1.51478,106.507,-0.377942,0.034264,16.8817,10.5831
Peter Handscomb, Yasir Shah, 2017-01-03T18:54:22,1,73,1,0, N, R, R,18.8499,-0.616733,2.00039,86.5241,4.25062,-0.117338,69.4513,0,-0.267232,0.663128,63.6962,-4.05811,0.151951,15.4957,11.6687
Peter Handscomb, Yasir Shah, 2017-01-03T18:54:41,1,73,2,2, N, R, R,18.7105,-0.634944,1.98512,84.2441,5.93373,-0.196825,69.0229,0,-0.320748,0.714614,61.8382,-3.42623,0.518133,16.0837,11.2844
Peter Handscomb, Yasir Shah, 2017-01-03T18:55:14,1,73,3,0, N, R, R,18.9343,-0.612582,2.02503,83.7978,3.41909,-0.210882,69.21,0,-0.329817,0.544275,64.406,-3.76432,0.566482,16.0242,11.072
Peter Handscomb, Yasir Shah, 2017-01-03T18:55:33,1,73,4,0, N, R, R,18.8557,-0.603252,1.9991,84.1235,2.86287,-0.197684,67.9643,0,-0.118819,0.75942,63.5528,0,0.245493,16.5248,16.3866
Peter Handscomb, Yasir Shah, 2017-01-03T18:55:53,1,73,5,0, N, R, R,18.7455,-0.634055,1.95527,83.4264,4.04053,-0.225224,66.4468,0,-0.406693,0.642776,60.9467,-3.97133,-0.376905,16.6738,11.9978
Peter Handscomb, Yasir Shah, 2017-01-03T18:56:15,1,73,6,0, N, R, R,18.8503,-0.602273,2.01932,83.601,3.14937,-0.126756,64.2019,0,-0.330609,0.750036,59.4877,-5.57777,0.28393,16.3806,15.5405
Matt Renshaw, Wahab Riaz, 2017-01-03T18:57:04,1,74,1,0, N, L, L,18.3729,0.30707,1.95276,146.372,11.2897,0.298586,113.454,0,0.499137,1.4078,105.246,1.18647,-0.193827,16.3966,10.2371
Matt Renshaw, Wahab Riaz, 2017-01-03T18:57:53,1,74,2,0, N, L, L,18.2998,0.293687,1.91851,141.981,12.6362,0.208526,112.977,0,0.125174,2.03503,98.5031,0.434763,0.0948728,19.4862,12.9993
Matt Renshaw, Wahab Riaz, 2017-01-03T18:58:27,1,74,3,0, N, L, L,18.3902,0.297625,1.96235,144.302,8.41753,0.259911,119.644,0,0.197388,1.01864,114.927,-0.420114,0.403968,12.9446,8.50813
Matt Renshaw, Wahab Riaz, 2017-01-03T18:59:06,1,74,4,0, N, L, L,22.136,-2.59464,1.81132,124.471,18.6436,-2.85535,95.1059,0,-3.17269,0.0952823,56.4376,0,3.17724,6.72447,6.6492
Matt Renshaw, Wahab Riaz, 2017-01-03T18:59:40,1,74,5,4, N, L, L,18.4581,0.279401,1.91639,141.197,8.29374,0.435973,122.744,0,0.627814,0.947641,107.57,0.371677,0.137056,12.4224,8.41572
Matt Renshaw, Wahab Riaz, 2017-01-03T19:00:30,1,74,6,1, N, L, L,18.2861,0.315053,1.97992,139.676,7.08846,0.403401,122.716,0,0.426116,0.976362,109.792,-0.137056,-0.260196,11.7846,9.29596
Matt Renshaw, Yasir Shah, 2017-01-03T19:01:34,1,75,1,0, N, L, R,18.7549,1.33404,1.93139,83.4724,3.10078,0.365742,66.4702,0,-0.0241538,0.656895,62.1813,-4.32916,1.32677,17.378,13.7701
Matt Renshaw, Yasir Shah, 2017-01-03T19:01:53,1,75,2,0, N, L, R,18.8003,1.27884,1.99922,83.8368,4.67354,0.308992,66.7927,0,-0.364803,0.80234,59.8912,-4.69469,0.836733,16.2343,13.2543
Matt Renshaw, Yasir Shah, 2017-01-03T19:02:16,1,75,3,4, N, L, R,18.6426,1.25213,1.93806,82.7373,4.02682,0.410218,64.3678,0,-0.17683,0.881801,58.2106,-4.70178,-0.564753,17.3545,15.373
Matt Renshaw, Yasir Shah, 2017-01-03T19:03:03,1,75,4,4, N, L, R,18.5944,1.21849,1.9945,82.5158,3.63695,0.489396,67.1977,0,0.0945824,0.767222,61.994,-3.48801,0.14537,16.3564,14.3331
Matt Renshaw, Yasir Shah, 2017-01-03T19:03:40,1,75,5,1, N, L, R,18.5759,1.27679,2.06705,81.9057,3.84259,0.0929176,63.8088,0,-0.553992,0.714131,58.2269,-4.85656,-0.239848,16.4772,13.434
Peter Handscomb, Yasir Shah, 2017-01-03T19:04:12,1,75,6,0, N, R, R,18.7631,-0.590802,2.01269,83.5328,5.16055,-0.322494,65.3639,0,-0.599653,0.792962,58.7436,-4.15553,-0.0948728,16.2114,12.8928
Matt Renshaw, Wahab Riaz, 2017-01-03T19:05:19,1,76,1,0, N, L, L,18.2859,0.231414,1.96736,144.574,6.94182,0.0586327,123.553,0,-0.0575013,0.971423,110.501,0.339773,-0.826379,11.5089,9.3638
Matt Renshaw, Wahab Riaz, 2017-01-03T19:05:52,1,76,2,1, N, L, L,18.3602,0.339148,1.97472,139.055,7.31537,-0.0164656,118.475,0,-0.257633,0.858966,106.28,0.427958,-0.913646,12.1073,8.36737
Peter Handscomb, Wahab Riaz, 2017-01-03T19:06:39,1,76,3,0, N, R, L,18.6327,-1.18549,1.97693,142.279,4.46368,-0.401534,124.013,0,-0.22488,0.506555,114.908,-0.296075,-1.15555,10.755,7.07128
Peter Handscomb, Wahab Riaz, 2017-01-03T19:07:12,1,76,4,4, N, R, L,18.5181,-1.12954,1.96095,143.402,3.86857,-0.635899,121.155,0,-0.513079,0.510324,113.786,0.421973,-1.01491,10.486,7.93463
Peter Handscomb, Wahab Riaz, 2017-01-03T19:07:59,1,76,5,2, N, R, L,18.5091,-1.07052,1.98047,143.718,6.94831,-0.682,122.374,0,-0.429037,0.976846,109.201,0.393664,-0.446311,11.6076,9.46678
Peter Handscomb, Wahab Riaz, 2017-01-03T19:09:04,1,76,6,1, N, R, L,18.2968,0.289146,1.96017,145.992,4.85163,-0.179968,127.923,0,-0.38754,0.61129,118.127,-0.281855,-0.323851,10.5883,7.8319
Peter Handscomb, Yasir Shah, 2017-01-03T19:10:29,1,77,1,0, N, R, R,18.8965,-0.595741,2.04182,88.7939,3.85093,-0.113958,70.2466,0,-0.358182,0.847367,64.4039,-5.05396,-0.793029,15.6707,14.809
Peter Handscomb, Yasir Shah, 2017-01-03T19:10:48,1,77,2,1, N, R, R,18.7989,-0.608426,1.99362,85.6212,5.89353,0.0112818,67.009,0,-0.188118,0.813261,59.7377,-4.53972,-0.288714,15.7317,12.5425
Matt Renshaw, Yasir Shah, 2017-01-03T19:11:38,1,77,3,0, N, L, R,18.7924,-0.571378,1.95202,82.8669,3.93621,0.320142,65.2587,0,0.321621,0.751564,59.8208,-4.74937,2.59819,16.0436,13.7745
Matt Renshaw, Yasir Shah, 2017-01-03T19:11:58,1,77,4,0, N, L, R,18.8929,-0.6454,2.04244,83.766,4.76315,0.0846412,67.3457,0,0.00787572,0.590354,61.0536,-3.81634,-0.120331,16.1097,10.6551
Matt Renshaw, Yasir Shah, 2017-01-03T19:13:25,1,77,5,0, N, L, R,18.6871,-0.606324,1.99771,84.8881,5.40452,-0.0111553,71.3584,0,-0.0763785,0.849713,63.881,-2.92744,-0.642549,15.5671,12.5618
Matt Renshaw, Yasir Shah, 2017-01-03T19:13:45,1,77,6,0, N, L, R,18.8214,-0.591539,2.0125,82.7937,5.56981,-0.13076,66.0424,0,-0.308244,0.853351,58.9857,-3.65945,-0.305828,16.411,13.2124
Peter Handscomb, Asad Shafiq, 2017-01-03T19:15:23,1,78,1,0, N, R, R,18.7841,0.707338,1.94645,82.6609,3.81417,-0.0331931,68.9561,0,-0.16087,0.562637,64.0065,1.49907,-1.13849,15.5147,10.7781
Peter Handscomb, Asad Shafiq, 2017-01-03T19:15:39,1,78,2,1, N, R, R,19.1173,0.795578,1.93923,84.3649,5.85556,0.343323,68.6125,0,0.212485,0.615884,61.3069,1.07046,-0.756405,16.4824,10.4312
Matt Renshaw, Asad Shafiq, 2017-01-03T19:16:09,1,78,3,1, N, L, R,19.0049,0.783808,1.92685,87.9103,7.48873,0.292328,73.5781,0,0.230194,0.803824,63.9986,1.95885,0.0197823,15.1279,11.2266
Peter Handscomb, Asad Shafiq, 2017-01-03T19:16:45,1,78,4,1, N, R, R,19.0506,0.700299,1.93162,86.5691,4.34398,0.0373957,69.7358,0,-0.0916612,0.63111,64.0279,1.63171,-1.43327,15.5604,11.0684
Matt Renshaw, Asad Shafiq, 2017-01-03T19:17:11,1,78,5,4, N, L, R,18.8709,0.67589,1.91504,82.8921,3.90771,0.268729,68.0623,0,0.290938,0.611676,62.1897,2.14265,-0.500069,15.7208,11.5107
Matt Renshaw, Asad Shafiq, 2017-01-03T19:17:59,1,78,6,2, N, L, R,18.8947,0.6735,1.96148,75.4939,3.81324,0.234883,59.7082,0,0.281422,0.734579,54.0868,2.58884,-0.43924,17.8079,14.4091
Peter Handscomb, Yasir Shah, 2017-01-03T19:19:17,1,79,1,1, N, R, R,18.7259,-0.518634,1.95551,85.6268,4.00599,-0.188034,66.5317,0,-0.56081,0.803866,60.7585,-6.64963,0.0766167,16.2204,14.2652
Matt Renshaw, Yasir Shah, 2017-01-03T19:19:51,1,79,2,4, N, L, R,18.8952,-0.596477,2.00659,82.9322,5.86482,0.291909,66.1907,0,0.26389,0.857124,58.7399,-4.44471,0.526004,16.3069,13.0743
Matt Renshaw, Yasir Shah, 2017-01-03T19:20:27,1,79,3,0, N, L, R,18.7733,-0.622079,1.95185,81.7302,3.86836,-0.0996351,63.6278,0,-0.292188,0.795918,58.0749,-5.30988,0.891752,17.135,14.6436
Matt Renshaw, Yasir Shah, 2017-01-03T19:20:46,1,79,4,1, N, L, R,18.728,-0.627422,1.99314,83.0145,7.81572,-0.173566,65.6442,0,-0.529697,0.940006,56.1884,-5.14133,0.295414,16.4576,13.8137
Peter Handscomb, Yasir Shah, 2017-01-03T19:21:17,1,79,5,0, N, R, R,18.7371,-0.700294,1.93007,83.6398,4.439,-0.393545,67.7545,0,-0.670388,0.620396,62.0182,-4.59666,-0.396636,15.8036,11.1814
Peter Handscomb, Yasir Shah, 2017-01-03T19:21:42,1,79,6,1, N, R, R,18.7444,-0.558068,1.98702,84.1176,3.95146,-0.288913,69.1038,0,-0.431796,0.818915,63.1998,-3.04163,-0.142653,16.0399,14.3406
Peter Handscomb, Mohammad Amir, 2017-01-03T19:23:35,1,80,1,0, N, R, L,18.5308,0.574142,1.96075,136.289,7.08935,0.0726394,116.969,0,-0.176767,0.959335,104.386,-0.0197823,0.991106,12.0814,9.41949
Peter Handscomb, Mohammad Amir, 2017-01-03T19:24:09,1,80,2,0, N, R, L,18.5423,0.590086,1.94288,142.107,6.75256,0.113837,121.065,0,-0.0431112,0.855386,108.837,0.70914,0.521521,11.5879,8.61603
Peter Handscomb, Mohammad Amir, 2017-01-03T19:24:44,1,80,3,0, N, R, L,18.6078,0.494594,1.96537,143.912,6.05883,0.218297,123.604,0,0.384401,0.630268,112.008,2.25889,1.08282,11.3663,7.03693
Peter Handscomb, Mohammad Amir, 2017-01-03T19:25:22,1,80,4,0, N, R, L,18.5139,0.619856,1.9431,137.936,6.17237,-0.0174141,119.577,0,-0.0988556,0.707749,108.282,1.18581,1.96861,11.2404,7.81906
Peter Handscomb, Mohammad Amir, 2017-01-03T19:25:57,1,80,5,0, N, R, L,18.5112,0.655461,1.92847,140.523,7.83401,0.124247,118.41,0,-0.399545,0.949513,114.185,-1.18844,0.407344,12.2506,8.5207
Peter Handscomb, Mohammad Amir, 2017-01-03T19:26:34,1,80,6,4, N, R, L,18.7122,0.685743,1.97641,137.688,2.77505,-0.196066,117.284,0,-0.321441,0.309563,112.187,0.699975,-0.225554,9.95431,6.34386
Matt Renshaw, Imran Khan, 2017-01-03T19:28:05,1,81,1,0, N, L, R,18.3238,-0.77777,1.97592,122.337,5.80937,-0.327966,106.44,0,-0.334341,0.784707,97.0894,-1.00288,-2.14366,12.4155,9.24335
Matt Renshaw, Imran Khan, 2017-01-03T19:28:47,1,81,2,0, N, L, R,18.4557,-0.764657,1.99732,123.222,6.43515,0.0505126,106.427,0,0.297993,0.813226,96.1483,-1.37302,-0.591822,12.2269,8.99328
Matt Renshaw, Imran Khan, 2017-01-03T19:29:29,1,81,3,0, N, L, R,18.4398,-0.786588,1.98838,126.414,4.25959,0.350026,108.286,0,0.617028,0.494829,100.259,-0.87581,-0.234068,11.3827,7.45171
Matt Renshaw, Imran Khan, 2017-01-03T19:30:08,1,81,4,0, N, L, R,18.2281,-0.748886,1.95922,122.579,7.86031,-0.00314719,106.221,0,0.735417,0.930633,96.1135,0.825431,0.832513,12.957,9.14499
Matt Renshaw, Imran Khan, 2017-01-03T19:30:49,1,81,5,4, N, L, R,18.3119,-0.785811,1.94377,126.209,6.72466,-0.232508,109.316,0,-0.126924,0.840307,98.3007,-0.672603,-2.25724,12.1848,8.91914
Matt Renshaw, Imran Khan, 2017-01-03T19:31:54,1,81,6,1, N, L, R,18.4091,-0.693988,1.97193,123.947,8.39372,-0.253029,104.15,0,-0.137412,0.946513,91.7822,-1.07793,-1.26501,13.364,9.12626
Matt Renshaw, Mohammad Amir, 2017-01-03T19:33:02,1,82,1,0, N, L, L,18.7514,0.795803,1.9379,143.365,6.40153,0.479882,124.054,0,0.459227,0.750033,112.956,0.427501,1.62835,11.328,7.89811
Matt Renshaw, Mohammad Amir, 2017-01-03T19:33:38,1,82,2,0, N, L, L,18.5441,0.600964,1.9436,136.813,6.30604,0.369987,121.299,0,0.54561,0.698745,111.151,1.71623,1.86204,11.2056,7.56877
Matt Renshaw, Mohammad Amir, 2017-01-03T19:34:15,1,82,3,0, N, L, L,18.7165,0.61818,1.93721,144.313,5.75484,0.429265,123.774,0,0.489485,0.675304,117.309,1.13246,0.574372,11.0032,7.75209
Matt Renshaw, Mohammad Amir, 2017-01-03T19:34:51,1,82,4,0, N, L, L,18.5754,0.6825,1.93741,138.521,6.96751,0.668614,121.35,0,0.826129,0.894567,109.025,0.346615,1.97239,11.5993,8.81561
Matt Renshaw, Mohammad Amir, 2017-01-03T19:35:26,1,82,5,0, N, L, L,18.6145,0.69845,1.95283,138.633,7.18486,0.35488,117.098,0,0.21821,1.07006,105.267,0.436559,0.375344,11.8465,10.13
Matt Renshaw, Mohammad Amir, 2017-01-03T19:36:08,1,82,6,1, N, L, L,18.4123,0.671862,1.91237,136.945,7.29797,0.528061,121.091,0,0.625739,0.887002,108.251,0.800642,1.38225,11.6795,8.51749
